340	BR	223		
341	US	4235	2895	521
342	US	664	20904	511
343	US	121920	12534	532
344	US	8730	54901	658
345	US	123258	67855	678
346	US	3848	6708	533
347	US	121746	10530	501
348	US	1400	77479	618
349	US	4442	95133	807
350	US	2221		
351	US	3692	45231	515
352	US	120988	98038	819
353	US	115062	10954	501
354	US	223		
355	US	11074	78738	635
356	US	9427	28117	517
357	US	119927	38221	659
358	US	8916	14830	565
359	US	26821	1108	543
360	US	2083	80218	751
361	US	16637	40242	529
362	US	8699	44221	510
363	US	10953	10467	501
364	US	119542	31326	507
365	US	128244	49745	540
366	US	223		
367	US	3314	21014	512
368	US	223		
369	US	648656	75084	623
370	CA	23352	32259	561
371	US	7126	23434	544
372	MX	120440	44641	510
373	US	56390	74063	671
374	BR	223		
375	US	223		
376	US	1842	68102	652
377	US	115681	78634	635
378	US	223		
379	US	130881	63670	609
380	US	3454	35801	691
381	US	632	10016	501
382	US	7455		
383	US	780	60602	602
384	US	1710	85013	753
385	US	1287	37067	659
386	US	1396		
387	US	7653	60016	602
388	US	3035	43229	535
389	US	47984	6786	533
390	US	122566	12701	501
391	US	223		
392	US	16180	6443	533
393	US	120953	60140	602
394	US	4920	23831	556
395	US	122569	12571	501
396	US	122875	7436	501
397	US	986	30083	524
398	US	5723	37604	531
399	US	223		
400	US	122944	14075	514
401	US	223		
402	US	14730	45232	515
403	US	775	98027	819
404	LU	118480	19934	504
405	AT	3666	90038	803
406	NL	223		
407	BE	11679		
408	RO	23290	11204	501
409	CZ	5121	44114	510
410	SK	5871	33563	539
411	ES	119349	19008	504
412	US	115132	7003	501
413	FI	4751		
414	US	34624	35058	630
415	US	57771	8830	501
416	US	11679		
417	US	223		
418	US	4418	92691	803
419	US	2688	94539	807
420	US	2764	38118	640
421	US	223		
422	US	681	10011	501
423	US	2392	28301	560
424	US	223		
425	US	3420	34744	534
426	US	38978	11779	501
427	US	11679		
428	US	138315	29474	519
429	US	121392	18428	577
430	US	223		
431	US	6250	92507	803
432	US	1576	32803	534
433	US	2463	29301	567
434	US	9754	11237	501
435	US	1459	77002	618
436	US	3201	22042	511
437	US	223		
438	US	118739	22060	511
439	US	4751		
440	US	790	90017	803
441	US	117504	18707	577
442	US	271335	81403	773
443	US	7445	75270	623
444	RU	3426	30075	524
445	US	30378	29118	546
446	TR	1924	14626	538
447	US	123787	14086	514
448	US	223		
449	US	3338	21122	512
450	US	9603	77375	618
451	US	162944	47848	581
452	US	1252	19107	504
453	US	28036	51054	624
454	US	115300	15146	508
455	US	115775	8016	504
456	US	15402	46835	509
457	US	121875	19462	504
458	US	10180	15701	508
459	US	13838	73703	650
460	US	132486	68045	652
461	US	223		
462	US	10658	10459	501
463	US	672	8837	501
464	US	5453	83401	758
465	US	4730	18201	577
466	US	223		
467	US	2564	8002	504
468	US	122161	44278	510
469	US	223		
470	US	7838	95991	862
471	CA	1360	93309	800
472	US	986	30083	524
473	MX	124038	71269	628
474	US	19791	66223	616
475	BR	7167	10118	501
476	US	223		
477	US	3559	90014	803
478	US	122150	54143	658
479	US	223		
480	US	3416	37129	659
481	US	123027	6070	533
482	US	223		
483	US	763	78723	635
484	US	19067	32779	534
485	US	30369	35907	630
486	US	223		
487	US	116199	7666	501
488	US	116707	15642	508
489	US	652	43081	535
490	US	2891	34481	534
491	US	6302	46307	602
492	US	790	90017	803
493	US	3458	59715	754
494	US	7445	75270	623
495	US	5520	59801	762
496	US	119993	44691	510
497	US	164458	42565	541
498	US	223		
499	US	223		
500	US	9682	80922	752
501	US	120175	48039	505
502	US	7086	20874	511
503	US	985	1810	506
504	US	680	11550	501
505	US	200387	15832	574
506	US	29647	32534	686
507	US	780	60602	602
508	US	132226	72937	670
509	US	7167	10118	501
510	US	116471	60441	602
511	US	121671	28658	517
512	US	1459	77002	618
513	US	6215	60628	602
514	US	189264	30050	524
515	US	130954	21613	512
516	US	1724	10003	501
517	US	223		
518	US	223		
519	US	2170	92673	803
520	US	2703	94043	807
521	US	223		
522	US	120319	62806	649
523	US	1621	32801	534
524	US	9266	34683	539
525	US	1139	45342	542
526	US	115148	54467	705
527	US	118402	11010	501
528	US	121242	46052	527
529	US	223		
530	US	115182	6360	533
531	US	46355	53916	617
532	US	123704	18818	502
533	US	223		
534	US	120843	19939	576
535	US	11410	20783	511
536	LU	223		
537	AT	223		
538	NL	12058	1832	506
539	BE	4972	75081	623
540	RO	5794	33351	528
541	CZ	223		
542	SK	223		
543	ES	782	31088	503
544	US	245855	39565	746
545	FI	4358	76014	623
546	US	17149	38139	640
547	US	4751		
548	US	54912	27253	518
549	US	3591	32202	561
550	US	795	47715	649
551	US	1193	58501	687
552	US	28682	2135	506
553	US	3344	53718	669
554	US	11273	46033	527
555	US	120204	47620	649
556	US	7069	45201	515
557	US	28679	2703	521
558	US	120103	8094	504
559	US	121026	27932	544
560	US	122444	26105	597
561	US	23565	33101	528
562	US	10786	77373	618
563	US	17194	32065	561
564	US	223		
565	US	4433	20705	511
566	US	9653	33319	528
567	US	223		
568	US	116460	28714	567
569	US	7852	8205	504
570	US	223		
571	US	7862	48124	505
572	US	5682	48236	505
573	US	9603	77375	618
574	US	4544	27530	560
575	US	8758	89523	811
576	US	5192	33138	528
577	CA	783	22182	511
578	US	120116	60073	602
579	MX	2688	94539	807
580	US	790	90017	803
581	BR	120248	31069	503
582	US	223		
583	US	5548	33064	528
584	US	116581	23139	556
585	US	223		
586	US	16256	53147	617
587	US	8635	31522	561
588	US	115132	7003	501
589	US	116676	13736	502
590	US	8944	20748	511
591	US	1361	48331	505
592	US	55207	55318	613
593	US	26383	52403	637
594	US	223		
595	US	31367	19341	504
596	US	134159	8028	504
597	US	117711	6478	533
598	US	120996	50501	679
599	US	6018	23233	556
600	US	223		
601	US	681	10011	501
602	US	14020	2117	506
603	US	5842	20011	511
604	US	118805	46725	509
605	US	223		
606	US	3259	46143	527
607	US	2222	7105	501
608	US	115950	40342	541
609	US	40616	60707	602
610	US	7126	23434	544
611	US	2102	44136	510
612	US	4124	49660	540
613	US	1845	77494	618
614	US	7968	60647	602
615	US	13647	31788	525
616	CA	271431	85122	753
617	US	223		
618	MX	119383	98047	819
619	US	7167	10118	501
620	BR	11474	29208	546
621	US	163657	66866	678
622	US	223		
623	US	747	46204	527
624	US	18742	48240	505
625	US	122201	25414	511
626	US	9671	60516	602
627	US	5451		
628	US	223		
629	US	13220	10456	501
630	US	34139	91977	825
631	US	1927	95128	807
632	US	2221		
633	US	6811	85028	753
634	US	2703	94043	807
635	US	120116	60073	602
636	US	28674	2061	506
637	US	10820	44111	510
638	US	223		
639	US	116036	18976	504
640	US	122161	44278	510
641	US	7267	76017	623
642	US	10940	29169	546
643	US	223		
644	US	4442	95133	807
645	US	40763	95021	807
646	US	15299	49442	563
647	US	29499	77088	618
648	US	887	20191	511
649	US	127264	28086	517
650	US	223		
651	US	2144	97701	821
652	US	15841	84041	770
653	US	115225	17033	566
654	US	15383	22032	511
655	US	223		
656	CA	121217	65248	604
657	US	118145	45601	535
658	MX	115143	7747	501
659	US	4980	75211	623
660	BR	223		
661	US	1384	2155	506
662	US	245880	37110	659
663	US	29143	29588	570
664	US	670	8901	501
665	US	5482	19130	504
666	US	3696	20002	511
667	US	245908	85641	789
668	LU	26825	1119	543
669	AT	3674	22901	584
670	NL	117536	19006	504
671	BE	130965	28787	567
672	RO	223		
673	CZ	9754	11237	501
674	SK	2613	26505	508
675	ES	223		
676	US	6303	60619	602
677	FI	2394	27893	560
678	US	5304	23234	556
679	US	122614	39272	718
680	US	7385	23228	556
681	US	12747	18501	577
682	US	780	60602	602
683	US	4751		
684	US	134677	54801	613
685	US	5799	33428	548
686	US	5426	33014	528
687	US	218742	85286	753
688	US	38564	32162	534
689	US	4751		
690	US	116531	45661	535
691	US	2703	94043	807
692	US	11679		
693	US	916	30097	524
694	US	223		
695	US	27318	49696	540
696	US	2399	37211	659
697	US	1678	85003	753
698	CA	6629	78209	641
699	US	173671	67138	678
700	MX	1431	10701	501
701	US	223		
702	BR	43185	19958	576
703	US	5440	33317	528
704	US	9095	33764	539
705	US	2351	20878	511
706	US	117207	49456	563
707	US	4779	15217	508
708	US	4751		
709	US	3026	43213	535
710	US	223		
711	US	11159	12180	532
712	US	1052	64106	616
713	US	122415	14470	514
714	US	19015	33904	571
715	US	1252	19107	504
716	US	223		
717	US	3165	7094	501
718	US	672	8837	501
719	US	20078	30215	524
720	US	2057	6492	533
721	US	869	20109	511
722	US	3597	32204	561
723	US	223		
724	US	115432	44203	510
725	US	4890	80601	751
726	US	134529	82801	764
727	US	8212	44505	536
728	US	23306	2459	506
729	US	11136	30906	520
730	US	121730	14534	538
731	US	223		
732	US	128179	41169	564
733	US	986	30083	524
734	US	159315	79070	634
735	LU	137004	13407	526
736	AT	2102	44136	510
737	NL	116925	49348	563
738	BE	8383	55901	611
739	RO	8826	36207	630
740	CZ	4751		
741	SK	1621	32801	534
742	ES	126683	38570	659
743	US	126981	17350	566
744	FI	6100	92867	803
745	US	12937	14618	538
746	US	8972	20017	511
747	US	223		
748	US	7167	10118	501
749	US	119222	65656	619
750	RU	158322	88346	790
751	US	12140	20202	511
752	TR	223		
753	US	7073	6828	501
754	US	1541	80021	751
755	US	629	78664	635
756	US	128155	65631	619
757	US	54973	7083	501
758	US	31402	78259	641
759	US	223		
760	US	7065	45215	515
761	US	9558	92804	803
762	US	30403	32208	561
763	US	680	11550	501
764	CA	121841	19083	504
765	US	10789	77080	618
766	MX	137348	18067	504
767	US	2254	80634	751
768	BR	6049	81401	773
769	US	6100	92867	803
770	US	223		
771	US	726	13214	555
772	US	1970	60014	602
773	US	117370	38868	673
774	US	115677	39350	711
775	US	730	2215	506
776	US	4442	95133	807
777	US	8520	60453	602
778	US	6360		
779	US	3628	22902	584
780	US	245840	5855	523
781	US	36666	49855	553
782	US	223		
783	US	223		
784	US	6146	44240	510
785	US	4423	20814	511
786	US	6028	23294	556
787	US	120191	95959	862
788	US	122631	62864	632
789	US	4828	1608	506
790	US	5366	30076	524
791	US	2703	94043	807
792	US	37291	80247	751
793	US	129439	54406	705
794	US	121734	12553	501
795	US	816	4401	537
796	US	119510	11743	501
797	US	12241	20882	511
798	US	672	8837	501
799	US	223		
800	US	132207	15112	508
801	US	138049	18848	577
802	US	4580	27502	560
803	US	121435	44212	510
804	US	223		
805	US	223		
806	US	9952	78414	600
807	US	9456	55110	613
808	US	29755	28739	567
809	US	15806	55806	676
810	US	20173	53548	669
811	US	121454	18944	504
812	US	1017	80112	751
813	US	5075	48121	505
814	US	5799	33428	548
815	US	7167	10118	501
816	RU	8737	23513	544
817	US	223		
818	TR	223		
819	US	116255	19468	504
820	US	223		
821	US	223		
822	US	1708	80204	751
823	US	3344	53718	669
824	US	23290	11204	501
825	US	1052	64106	616
826	US	3083	22150	511
827	US	4399	28304	560
828	US	3344	53718	669
829	US	2703	94043	807
830	US	8948	75104	623
831	US	4208	78130	641
832	CA	77095		
833	US	121058	28173	517
834	MX	4751		
835	US	33011	78244	641
836	BR	223		
837	US	5907	40503	541
838	US	223		
839	RU	3376	3102	506
840	US	4391	77429	618
841	TR	163861	3836	500
842	US	782	31088	503
843	US	4983	7504	501
844	US	5032	53705	669
845	US	4751		
846	US	223		
847	US	6906	37919	557
848	CA	8497	34231	539
849	US	223		
850	MX	4563	46220	527
851	US	2705	94304	807
852	BR	12637	19119	504
853	US	223		
854	US	3714	38127	640
855	US	6138	33446	548
856	US	4751		
857	US	223		
858	US	223		
859	US	120491	27501	560
860	US	1275	92660	803
861	US	1621	32801	534
862	US	129077	2885	521
863	US	29499	77088	618
864	US	38741	32547	686
865	US	120550	73562	627
866	US	223		
867	US	223		
868	CA	181606	38838	673
869	US	20173	53548	669
870	MX	223		
871	US	223		
872	BR	14276	2906	521
873	US	10681	64063	616
874	US	37820	49445	563
875	US	6133	48067	505
876	US	4524	23321	544
877	US	123323	78676	635
878	US	223		
879	US	9427	28117	517
880	US	4522	95134	807
881	US	4751		
882	US	4295	53717	669
883	US	32103	2150	506
884	US	6840	75032	623
885	US	42634	44017	510
886	US	223		
887	US	223		
888	US	5842	20011	511
889	US	129141	44070	510
890	US	22637	14211	514
891	US	3579	32303	530
892	US	223		
893	US	131471	8221	504
894	US	153946	58318	687
895	US	5564	17112	566
896	US	7275	37601	531
897	US	20912	85901	753
898	US	2451	28801	567
899	US	4751		
900	US	115012	18610	577
901	US	3431	2920	521
902	US	738	2472	506
903	US	223		
904	US	4751		
905	RU	223		
906	US	21026	45150	515
907	TR	223		
908	US	223		
909	US	5271	33145	528
910	US	10777	71270	628
911	US	3540	63123	609
912	US	38970	6516	533
913	US	130677	54476	705
914	US	2841	40509	541
915	US	3488	89119	839
916	CA	38303	94587	807
917	US	115078	1754	506
918	MX	135894	73098	657
919	US	6797	17102	566
920	BR	11130		
921	US	869	20109	511
922	US	135673	18446	577
923	US	13220	10456	501
924	US	29693	32738	534
925	US	223		
926	US	129579	45324	542
927	US	8533	30033	524
928	US	18760	70448	622
929	US	5286	33136	528
930	US	46123	6488	533
931	US	127037	30620	524
932	US	223		
933	US	117505	17857	577
934	US	223		
935	US	13436	55408	613
936	US	8972	20017	511
937	US	118642	6260	533
938	US	3540	63123	609
939	US	120413	74008	671
940	US	4388	72401	734
941	US	131416	30621	524
942	US	8833	14650	538
943	US	118645	6238	533
944	US	223		
945	US	2229	11435	501
946	US	1989	56304	613
947	US	1454	55439	613
948	US	3182	77573	618
949	CA	134306	47460	527
950	US	1139	45342	542
951	MX	3436	32751	534
952	US	30283	33029	528
953	BR	6936	21921	512
954	US	10788	78572	636
955	US	123892	20105	511
956	US	6349	28110	517
957	US	2084	61614	675
958	US	16182	23456	544
959	US	117459	11772	501
960	US	4751		
961	US	223		
962	US	223		
963	US	1843	46825	509
964	US	872	32225	561
965	US	1710	85013	753
966	US	6983	38017	640
967	US	10413	77087	618
968	US	137809	47545	529
969	US	25482	32221	561
970	US	5876	33702	539
971	US	16106	29506	570
972	US	121435	44212	510
973	US	6545	21502	511
974	US	16844	60636	602
975	US	9269		
976	US	2703	94043	807
977	US	5686	13090	555
978	US	10700	37801	557
979	US	4391	77429	618
980	US	5350	39401	710
981	US	12230	10452	501
982	US	2785	68130	652
983	US	6074	55435	613
984	US	3062	33432	548
985	US	119056	32920	534
986	US	12217	23703	544
987	US	783	22182	511
988	US	40162	25430	511
989	US	1844	1821	506
990	US	19020	34120	571
991	US	6146	44240	510
992	US	17194	32065	561
993	US	120759	78009	641
994	US	4751		
995	US	3035	43229	535
996	US	41949	1056	543
997	US	10900	32084	561
998	US	117656	67530	678
999	US	119129	72001	693
1000	US	9269		
